	CRR933318	CRR933319	CRR933320	CRR933321	CRR933322	CRR933323	CRR933324	CRR933325	CRR933393	CRR933394	CRR933395	CRR933396	CRR933397	CRR933398	CRR933399	CRR933400	CRR933401	CRR933402	CRR933403	CRR933404	CRR933405	CRR933406	CRR933407	CRR933408	CRR933409	CRR933410	CRR933411	CRR933412	CRR933413	CRR933414	CRR933415	CRR933416	CRR933417	CRR933418	CRR933419	CRR933420	CRR933421	CRR933422	CRR933423	CRR933424	CRR933425	CRR933426	CRR933427	CRR933428	CRR933429	CRR933430	CRR933431	CRR933432	CRR933433	CRR933434	CRR933435	CRR933436	CRR933437	CRR933438	CRR933439	CRR933440	CRR933441	CRR933442	CRR933443	SRR10302630	SRR10302631	SRR10302632	SRR10302633	SRR12344465	SRR12344466	SRR12344468	SRR13427962	SRR13427963	SRR13427964	SRR13427965	SRR13427966	SRR13427967	SRR13427968	SRR13427969	SRR13427970	SRR13427971	SRR1976948	SRR1977249	SRR1977304	SRR1977357	SRR1977365	SRR5352271	SRR5352272	SRR5352273	Unknown_BV499.003R0001_good	Unknown_BV499.003R0002_good	Unknown_BV499.003R0003_good	Unknown_BV499.003R0004_good	Unknown_BV499.003R0006_good	Unknown_BV499.003R0007_good	Unknown_BV499.003R0009_good
Sg_CRR933321_bin.28	0	0	0	15383.791	0	108.026306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2933.6282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.484475	0	0	102.02289	0	0	0	0	728.0481	11938.86	28.70041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.29	0	0	0	2894.7356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5640.9844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.3	0	0	0	745.68726	142.146	335.0585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.40442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.467067	0	0	0	0	0	0	0	0	0	0	0	36.59395	0	0	27.872787	28.655777	0	13.993547	19.110102	229.548	47.309868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.36	16.267017	0	0	5700.8115	1078.2308	2792.4111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.73927	73.37327	60.78369	0	0	0	0	0	0	0	0	0	0	0	0	7.8858047	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0172043	171.42172	118.37685	0	99.656685	71.86166	50346.832	243.96863	7.0155325	60.204357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.37	255.45853	0	54.852356	1009.6338	360.10486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397.88193	659.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460.62286	0	64.00719	0	0	0	19.11021	0	0	16.431822	0	596.1627	97.82986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.4	0	0	0	1188.4316	436.49258	692.96014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.01601	0	206.83678	0	0	0	157.19293	0	232.72212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.562386	40.20746	0	11.001441	14.297935	671.2123	275.80722	63.796215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.41	0	0	0	640.27734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.42	0	0	0	1368.9309	0	285.2954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325.7393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.44	0	0	0	1954.7657	0	313.81088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.16399	0	0	0	1661.8209	127.30564	6332.312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.45	0	0	0	5022.847	0	3009.4646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.4576	0	148.199	0	0	0	26.294865	9.182148	156250.97	96.620605	49.46602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.5	0	0	0	669.9927	328.21396	132.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.69791	26.681837	0	26.687054	34.301678	3554.6226	79.78208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.50	0	0	0	3185.0369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.51	0	0	0	895.7818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.52	0	0	0	811.48566	72.576706	151.24191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.85881	0	0	0	744.28406	36.936783	0	0	0	0	0	0	71.65513	143.24582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.53	0	8311.875	0	5307.3345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.55	0	0	0	766.93317	156.31468	420.02713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.16208	0	209.98822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.259498	0	0	21.815348	60.36223	0	0	9.542425	178.8107	143.29366	15.264493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.7	0	0	0	616.00305	162.08365	251.3769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4955.824	16.841284	25.82521	7.8481116	0	0	0	9.503373	1187.6437	668.9992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933321_bin.8	0	0	0	497.8723	94.24388	41.51671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.36474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.36855	124.273384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.1	0	0	0	4494.24	1442.0083	882.3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.482279	34.375523	0	16.672132	34.234516	14432.604	2143.5105	16.720346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.14	0	0	0	39.73334	66806.94	215.36234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263.50836	0	0	0	0	6.8542857	0	0	0	0	53.16909	0	0	0	54.783142	11.908209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.738033	0	0
Sg_CRR933322_bin.18	0	0	0	157.11725	22850.357	18.897732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.1019	54.170723	0	0	0	0	0	1925.8195	0	0	0	0	0	0	0	0	0	0	0	0	123.808716	0	0	0	0	212.96841	0	0	352.25217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.19	0	0	0	129.4017	917.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.552027	105.44772	0	0	0	0	0	155.51797	94.12657	177.95636	72.050514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.20	0	0	0	0	817.1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.897943	196.79498	14.279675	845.75146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227.7458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.25	13.217552	0	0	822.59827	2066.068	1680.3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581.1036	273.1858	0	0	0	0	0	0	0	0	0	0	0	0	0	12.010926	0	0	0	0	0	0	0	0	0	0	0	417.57123	167.29575	39.38622	284.5726	45.353363	0	79.49825	573.6438	2294.2512	696.6606	0	278.8349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.26	0	0	0	0	3195.09	11.96013	0	0	0	459.73285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.948078	372.66605	93.16305	178.80763	220418.64	0	0	0	0	11.239157	0	0	0	0	10.071429	0	19.828352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.27	0	0	0	40.227287	27733.367	376.43735	0	0	0	0	292.66382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1892.2467	8.818485	253.46233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.28	0	0	0	11.26764	34276.906	80.42907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.16735	0	38.675617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.3	0	0	0	0	699.83594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.69881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.30	218.5805	308.5073	12.463033	411835.53	282594.53	482771.8	10.25056	0	0	0	0	0	0	0	0	0	0	0	0	5924.5464	51632.156	32040.436	2015.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810.3202	400.6723	0	5031.273	23.414877	239.24323	126.933464	44.475136	95.94223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2230.76	5616.4287	1325.2231	0	0	0	0	0	0	0
Sg_CRR933322_bin.33	0	0	0	0	4683.9585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.34	0	33.719128	0	0	16970.752	62.14839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.57301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.51144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.35	0	0	0	5389.247	1613.1879	12792.231	0	0	189.01004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.315216	0	0	0	0	0	0	0	0	0	0	0	18.496866	0	0	0	0	0	0	0	22.73102	374.5014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.36	0	0	0	504.6039	2917.3657	844.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.870689	0	0	0	0	0	0	0	0	0	0	0	37.59367	5.9577537	347.64862	0	0	0	7.98977	10.547352	10155.549	262.1648	0	0	0	0	0	0	0	0	0	0	7644.42	15761.07	3390.5479	2221.327	4054.7476	1916.4691	0	2454.2937	0	1132.2648	631.3043	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.37	0	0	0	0	1049.6859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.204621	0	0	0	0	0	0	0	26.698229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.38	0	0	0	0	14091.2295	107.13474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.189903	2326.1438	0	0	0	0	0	0	0	0	6.2542086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.39	0	0	0	0	10740.569	23.876171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.029045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.40	0	0	0	0	6426.4854	270.78854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614.9395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966.69183	0	0	0	0	0	0	0	0	0	0	0	202.87643	176.2458	0	26.424809	0	0	61.137863	68.91913	0	3391.5876	115.44755	467.9913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.42	0	0	0	301.8048	30287.295	281.62332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500.96384	0	0	0	0	0	0	0	0	0	47.219353	24.157293	0	39.158577	133.55328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.115353	0	0
Sg_CRR933322_bin.45	0	0	0	0	12783.042	50.241447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.46	0	0	0	658.4465	47258.305	878.05884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.8	0	0	0	0	1109.218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933322_bin.9	42.170826	54.5769	0	193.88924	233107.52	892.21204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735.7072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.73189	0	0	0	0	0	0	0	0	0	143.62639	0	658.79193	1762.1445	0	1571.5127	246.78418	27.692776	1368.7494	4440.881	1577.0571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.10	0	0	0	0	0	1194.2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.13	0	0	0	0	0	7542.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.15	0	0	0	0	0	3397.729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.588312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.16	0	0	0	0	0	4253.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.176956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.17	0	0	0	0	0	5888.7627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.22	0	0	0	0	0	7630.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.97304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.24	0	0	0	0	0	4572.8677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18901.627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.769844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.27	0	0	0	2949.772	808.0137	786.5721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.62917	0	102.92451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.30	0	0	0	0	0	3368.4644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.32	0	0	0	0	0	575.3419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.33	593.67175	276.6159	48.753162	22.163877	15.724909	73677.1	0	3465.8286	2525.7737	0	0	0	0	43317.605	0	0	0	0	0	0	3113.1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.26567	0	0	13911.046	0	0	0	0	0	0	224.3375	18.198156	1302.7347	5227.434	9.519474	4845.2417	2285.83	29.648619	68896.45	2621.4944	415.95197	391.00906	0	1793.8314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.35	0	0	0	0	0	510.64743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.17686	0	0	72.274994	0	0	840.17395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.37	0	0	0	2179.152	93.39816	1182.4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522.9356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588.94617	192.42845	31.700245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.39	0	0	0	0	0	7923.2856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281.1065	319.92123	457.6253	480.57614	518.8854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.40	0	0	0	400.57678	275.69257	784.9265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158.11896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.828568	8.3717375	0	8.278783	43.76966	907.79517	240.31432	0	73.63671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.6	0	0	0	234.22572	114.67997	404.51767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.849598	0	0	0	805.4571	36.045444	0	0	0	0	0	0	40.765377	162.18199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933323_bin.7	0	25.516865	0	1289.2599	169.47679	54179.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.21594	0	0	0	0	0	0	0	0	0	0	0	12.355435	0	0	0	0	0	0	0	24.12727	147.02466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933324_bin.1	0	0	0	0	0	0	1572.9583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sg_CRR933324_bin.10	0	0	0	0	0	0	2729.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
